WKT,c_barri,c_carrer_id,c_codi_carrer,c_data_que_va_rebre_la_denominacio,c_denominacio,c_exp_historica_refos,c_fonts_refos,c_genere,c_nom_carrer_actual,c_period,c_segle,c_subtipologia,c_tipologia
"MULTILINESTRING ((2.16469 41.38168,2.16438 41.38165,2.16437 41.38167,2.16381 41.3816),(2.1675 41.38321,2.16727 41.38309,2.16696 41.38293,2.16671 41.38278,2.16648 41.38265,2.16626 41.38251,2.16603 41.38232),(2.16528 41.38175,2.16469 41.38168),(2.16603 41.38232,2.16528 41.38175))",Raval,63,122609,0,carrer,"El nom és una corrupció del títol de duc de Fernandina. En la dècada de 1630 el marquès de Villafranca i duc de Fernandina, viurà en una casa del comte de Vallfogona ubicada en aquell indret, estada que va donar el nom al carrer de Ferlandina ja en el segle XVII.","Víctor Balaguer. Las calles de Barcelona en 1865.; Molas, P. Com es rebia un ""Grande"" a Barcelona. Pedralbes, n23, 2003.",Home,Ferlandina,Modern,S. XVII,Aristocràcia,Persona
"MULTILINESTRING ((2.16555 41.38045,2.16525 41.38088),(2.16525 41.38088,2.1651 41.3811),(2.16437 41.38202,2.16406 41.38235),(2.16469 41.38168,2.16437 41.38202),(2.1651 41.3811,2.16492 41.38134),(2.16492 41.38134,2.16469 41.38168))",Raval,64,311500,1846,carrer,"Sant Vicenç (Saragossa, segle III). Màrtir cristià. El nom prové en homenatge a Vicenç Genovart, que l'any 1846 obrí el carrer, parcel·là la seva finca i vengué solars per edificar-hi.","Miquel Ponsetí Vives. Fitxes de nomenclatura,1986.",Home,Sant Vicenç,Contemporani,S. XIX,Sant/a,Persona
"MULTILINESTRING ((2.16381 41.3816,2.16388 41.38126),(2.16351 41.3818,2.16381 41.3816))",Raval,65,254202,0,carrer,"El nom prové d’un establiment on es pesava la palla, documentat des del segle XVII però podria ser més antic.","Perelló A.M. L'arquitectura civil del segle XVII a Barcelona. Barcelona: Abadia de Montserrat, 1996.",,Pes de la palla,Modern,S. XVII,Civil,Infraestructura
"LINESTRING (2.16942 41.38271,2.16871 41.38342)",Raval,66,229103,1884,carrer,"El nom ve donat pel col·legi Notarial, establert al carrer l’any 1881.","Miquel Ponsetí Vives. Fitxes de nomenclatura, 1986.",,Notariat,Contemporani,S. XIX,Civil,Infraestructura
"MULTILINESTRING ((2.1698 41.3783,2.17055 41.37771),(2.16972 41.37836,2.1698 41.3783),(2.16961 41.37845,2.16972 41.37836),(2.16807 41.37976,2.16875 41.37917),(2.16875 41.37917,2.16905 41.37893),(2.16961 41.37845,2.16943 41.37862),(2.16943 41.37862,2.16905 41.37893))",Raval,68,701367,2000,carrer,"Espai obert en el Pla Central del Raval. Inclou els antics carrers de Sant Jeroni i de la Cadena, que van quedar integrats en el nou espai.",Web de l’Ajuntament de Barcelona del nomenclàtor. http://www.bcn.cat/nomenclator/,,Rambla del Raval,Contemporani,S. XX,Civil,Infraestructura
"LINESTRING (2.16492 41.38134,2.16388 41.38126)",Raval,69,299700,0,carrer,"Sant Erasme de Formia, també anomenat Sant Elm (segle III). Carrer obert l'any 1850 en terrenys d’Erasme de Gònima, propietari d'una fàbrica d'estampats a finals del segle XVIII, ubicada a la Riera Alta.","Miquel Ponsetí Vives. Fitxes de nomenclatura, 1986.",Home,Sant Erasme,Contemporani,S. XIX,Sant/a,Persona
"MULTILINESTRING ((2.17706 41.37614,2.1768 41.37608,2.17665 41.37606,2.17646 41.37606,2.17628 41.37607,2.17613 41.37609,2.17542 41.37623),(2.17542 41.37623,2.17479 41.37636),(2.17353 41.3766,2.17213 41.37688,2.17205 41.37697),(2.17479 41.37636,2.17412 41.37649),(2.17412 41.37649,2.17353 41.3766))",Raval,70,140203,1979,avinguda,"Fa referència a les Drassanes iniciades al segle XIII, l’edifici actual es del segle XVI. Actualment seu del Museu Marítim.",Web de l’Ajuntament de Barcelona del nomenclàtor. http://www.bcn.cat/nomenclator/,,de les Drassanes,Contemporani,S. XX,Civil,Infraestructura
"MULTILINESTRING ((2.17365 41.37499,2.17322 41.37476),(2.17471 41.37556,2.17365 41.37499),(2.17637 41.37733,2.17576 41.37659),(2.17576 41.37659,2.17542 41.37623),(2.17501 41.37573,2.17471 41.37556),(2.17542 41.37623,2.17501 41.37573))",Raval,71,269200,1378,carrer,"Referència a l’únic portal que resta de la muralla medieval de Barcelona, denominat així per la proximitat del convent dels caputxins de Santa Madrona, i una capella prèvia ubicada en Montjuic.","Gaietà Barraquer i Roviralta. Las casas de religiosos en Cataluña durante el primer tercio del siglo XIX. Vol. II. Barcelona, 1906.; Cubeles, Albert. La muralla medieval  de Barcelona i els seus portals. Barcelona: Ajuntament, 2007.",,Portal de Santa Madrona,Medieval,S. XIV,Civil,Infraestructura
"MULTILINESTRING ((2.17574 41.37433,2.17557 41.37446,2.17547 41.37455,2.17536 41.37459,2.17528 41.37462,2.17507 41.37464),(2.17507 41.37464,2.17411 41.37471),(2.17411 41.37471,2.17322 41.37476),(2.17185 41.37485,2.17096 41.3749),(2.17322 41.37476,2.17271 41.3748),(2.17271 41.3748,2.17185 41.37485),(2.1661 41.37496,2.16548 41.37496),(2.16773 41.37496,2.16676 41.37495),(2.16676 41.37495,2.1661 41.37496),(2.1632 41.37497,2.16206 41.37497),(2.16036 41.37498,2.15922 41.37498),(2.15922 41.37498,2.15869 41.37498),(2.16093 41.37498,2.16036 41.37498),(2.15643 41.37499,2.15579 41.37499),(2.15579 41.37499,2.15417 41.375),(2.15417 41.375,2.1519 41.375),(2.1519 41.375,2.1497 41.375),(2.15869 41.37498,2.15758 41.37498),(2.15758 41.37498,2.15643 41.37499),(2.16206 41.37497,2.16147 41.37497),(2.16147 41.37497,2.16093 41.37498),(2.17096 41.3749,2.17 41.37497),(2.16548 41.37496,2.16517 41.37497),(2.16517 41.37497,2.164 41.37497),(2.16979 41.37498,2.16773 41.37496),(2.17 41.37497,2.16979 41.37498),(2.164 41.37497,2.1632 41.37497))",Raval,72,198804,1859,avinguda,"El seu nom prové per la coincidència del seu traçat amb el d'un paral·lel terrestre: el paral·lel 41º 22' 34'', nord. L’avinguda va ser projectada per Ildefons Cerdà (1859), reben el nom de Paralelo. Els anys posteriors es va anar urbanitzant, sent inaugurada oficialment el 8 d'octubre de 1894.","Llurba, R. Història del Paral·lel: Memòries d'un home del carrer. Barcelona: Comanegra, 2017.",,Paral·lel,Contemporani,S. XIX,,Al·legòric
"MULTILINESTRING ((2.17383 41.37098,2.17364 41.36995),(2.17447 41.37185,2.17392 41.37116,2.17383 41.37098),(2.17486 41.37234,2.17447 41.37185),(2.17738 41.3753,2.17666 41.37443),(2.17676 41.37356,2.17664 41.37347,2.17649 41.3734,2.17632 41.37337,2.17614 41.37336,2.17601 41.37336,2.1759 41.37336,2.17573 41.37338),(2.17666 41.37443,2.17677 41.37425,2.17684 41.37411,2.17687 41.37391,2.17685 41.37377,2.17681 41.37366,2.17676 41.37356),(2.17558 41.37322,2.17486 41.37234),(2.17573 41.37338,2.17558 41.37322))",Raval,73,700025,1984,carrer,"Josep Carner (1884-1970), poeta, periodista polític, traductor al català de clàssics en llengua anglesa com Shakespeare i Dickens. Llicenciat en Dret i filosofia i lletres, exerceix com a diplomàtic a Gènova, San José de Costa Rica, Le Havre, Hendaia, Beirut, Brussel·les i París. Fidel a la República durant la guerra civil, viurà en l’exili fins la seva mort. El llibre de poemes Els fruits saborosos (1906) és una de les seves obres més destacades.",Web de l’Ajuntament de Barcelona del nomenclàtor. http://www.bcn.cat/nomenclator/,Home,Josep Carner,Contemporani,S. XX,Escriptor/a,Persona
"MULTILINESTRING ((2.17706 41.37614,2.17725 41.37629),(2.17802 41.37611,2.17811 41.37603,2.17813 41.37598,2.17814 41.3759,2.17813 41.37582,2.1781 41.37576,2.17801 41.37564,2.17792 41.37556,2.17784 41.37552,2.17774 41.37549,2.1776 41.37546,2.17738 41.3753),(2.17738 41.3753,2.17741 41.37556,2.17706 41.37614),(2.17741 41.37643,2.17802 41.37611),(2.17725 41.37629,2.17741 41.37643))",Raval,76,269108,1850,plaça,"El nom prové del portal de la muralla del mar obert el 19 de novembre de 1850, com entrada des del port. Feia referència a la pau aconseguida el 1849 en la guerra dels Matiners de la segona guerra carlista, per Manuel Gutiérrez de la Concha e Irigoyen, conegut pel seu títol de Marqués del Duero, com a capità de Catalunya.","Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986.",,Portal de la Pau,Contemporani,S. XIX,Civil,Infraestructura
"LINESTRING (2.17365 41.37499,2.17449 41.37508)",Raval,77,701097,1995,plaça,"Per la Mutua Escolar Blanquerna, institució educativa fundada a Barcelona el 1923 després de la dissolució de l’Escola Graduada de la Mancomunitat. Tingué com assessor pedagògic Alexandre Galí, i primer president Joan Garriga i Massó. Es caracteritzà pel seu règim de llibertat, la defensa de l’autonomia escolar, i l’ús de la pedagogia de  Maria Montessori. L’escola fou suprimida pel règim franquista, l’any 1939.","Masabeu, J. Alexandre Galí i la Mútua Escolar Blanquerna. Barcelona: Associació Blanquerna, 1989.",,Blanquerna,Contemporani,S. XX,Civil,Infraestructura
"LINESTRING (2.16764 41.38165,2.16719 41.38209)",Raval,78,700779,1992,plaça,Cançons populars catalanes que colles de cantaires interpreten per la celebració de la Pasqua.,,,Caramelles,Contemporani,S. XX,,Al·legòric
"LINESTRING (2.16988 41.38413,2.16984 41.38419,2.16978 41.38426,2.16971 41.38434,2.16965 41.38443,2.16958 41.38454,2.16955 41.3846,2.16951 41.38465,2.1695 41.38474)",Raval,79,326303,0,carrer,"Per les Sitges per guardar el blat que hi havia al carrer, encara en ús a inicis del XIX. El XVIII ja està documentat en aquest nom.",Víctor Balaguer. Las calles de Barcelona en 1865.,,Sitges,Modern,s.d,Civil,Infraestructura
"MULTILINESTRING ((2.16915 41.3839,2.16945 41.38408),(2.16945 41.38408,2.16905 41.38446,2.16864 41.38426))",Raval,80,358605,1957,plaça,"Vicenç Martorell i Portas (1879-1956). Enginyer militar i cartògraf català. Va dirigir l'elaboració d'un plànol topogràfic c de Barcelona (1920-1924). Primer director de l'Oficina del Pla Parcel·lari de l'Ajuntament de Barcelona, creada l'any 1925, posteriorment anomenat Pla de la Ciutat.","Montaner, Carme. “La creació del Servei del Plànol de la Ciutat a l'Ajuntament de Barcelona (1925)”. A: Capel, Horacio; Linteau, Paul-André (dir.). Barcelona-Montréal. Desarrollo urbano comparado. Barcelona: Publicacions de la Universitat de Barcelona, 19",Home,Vicenç Martorell,Franquisme,S. XX,Científic o Enginyer,Persona
"LINESTRING (2.16563 41.38391,2.16588 41.38371,2.16614 41.3835)",Raval,81,701222,1997,plaça,"Joan Coromines i Vigneaux (1905-1997). Lingüista català, autor del Diccionari etimològic i complementari de la llengua catalana, de l'Onomasticon Cataloniae, del Diccionario crítico etimológico de la lengua castellana i dels Estudis de toponímia catalana. Va ser un dels principals especialistes en lingüística romànica, amb un gran coneixement del català, occità i castellà, i de la lingüística indoeuropea i aràbiga.",Web de l’Ajuntament de Barcelona del nomenclàtor. http://www.bcn.cat/nomenclator/,Home,Joan Coromines,Contemporani,S. XX,Acadèmic o Filòsof,Persona
"MULTILINESTRING ((2.16402 41.38038,2.16395 41.38079),(2.16395 41.38079,2.16388 41.38126))",Raval,82,231003,0,carrer,"Domingo Dulce de Guerrero Garay (1808-1869). Militar liberal espanyol. Capità general de Catalunya (1858-1862). Va rebre el títol de marquès de Castelflorite, com a mèrit per la seva intervenció contra els carlins en el desembarcament de Sant Carles de la Ràpita (1860).",Víctor Balaguer. Las calles de Barcelona en 1865.,Home,Nou de Dulce,Contemporani,S. XIX,Militar o Heroi de Guerra,Persona
"MULTILINESTRING ((2.16395 41.38079,2.16336 41.38075),(2.16525 41.38088,2.16395 41.38079))",Raval,83,302305,1840,carrer,"Sant Gil (segle VII-VIII. Eremita que explica la llegenda que es va instal·lar a la vall de Núria. Carrer obert al voltant de 1840, rep el nom d’un propietari anomenat Gil.","Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986.",Home,Sant Gil,Contemporani,S. XIX,Sant/a,Persona
"LINESTRING (2.1651 41.3811,2.16585 41.38116,2.16592 41.3812)",Raval,84,65902,0,carrer,"Municipi de Bages, que rep el nom per la família vescomtals del Cardona.",Web de l’Ajuntament de Barcelona del nomenclàtor. http://www.bcn.cat/nomenclator/,,Cardona,Contemporani,S. XIX,,Geogràfic
"LINESTRING (2.16672 41.38167,2.16592 41.3812)",Raval,85,368100,0,carrer,"Guifré I (840-897) dit el Pilós, comte de Barcelona que inaugura la dinastia del Casal de Barcelona.",Web de l’Ajuntament de Barcelona del nomenclàtor. http://www.bcn.cat/nomenclator/,Home, Guifré,Contemporani,S. XIX,Aristocràcia,Persona
"MULTILINESTRING ((2.16367 41.38035,2.16331 41.38034),(2.16377 41.38036,2.16367 41.38035),(2.16402 41.38038,2.16377 41.38036),(2.16716 41.38055,2.16669 41.38053),(2.16613 41.38049,2.16555 41.38045),(2.16669 41.38053,2.16613 41.38049),(2.16458 41.3804,2.16402 41.38038),(2.16555 41.38045,2.16458 41.3804))",Raval,86,282106,0,carrer,"El nom prové del pas d’una riera. En el segle XII existien unes cases per atendre malalts, propietat de Pere Prim, donant nom a la Riera que més endavant es va dividir en Riera alta i Riera Baixa d’en Prim.","Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986.; Víctor Balaguer. Las calles de Barcelona en 1865.",,Riera alta,Medieval,S. XII,Civil,Infraestructura
"LINESTRING (2.16883 41.37998,2.16877 41.38002,2.16841 41.38017,2.16794 41.38037,2.16773 41.38046,2.16749 41.38057)",Raval,87,282208,0,carrer,"El nom prové del pas d’una riera. En el segle XII existien unes cases per atendre malalts, propietat de Pere Prim, donant nom a la Riera que més endavant es va dividir en Riera alta i Riera Baixa d’en Prim.","Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986.; Víctor Balaguer. Las calles de Barcelona en 1865.",,Riera baixa,Medieval,S. XII,Civil,Infraestructura
"LINESTRING (2.1639 41.3802,2.16368 41.38018)",Raval,88,105803,0,plaça,"El carrer del Dubte tenia una font de doble sortidor què, segons Joan Amades, va provocar la disputa entre tres camperols. Cadascun afirmava que l'aigua de la font procedia de les seves terres, com no es va poder saber amb seguretat, va quedar en el dubte, i primer la font i més tard el carrer van ser batejades així.","Amades, J. (1984). Històries i Llegendes de Barcelona. Barcelona: Edicions 62.",,del dubte,Contemporani,S. XIX,,Al·legòric
"MULTILINESTRING ((2.16368 41.38018,2.16367 41.38035),(2.16387 41.3789,2.16376 41.37963),(2.16376 41.37963,2.16368 41.38018))",Raval,89,267306,0,carrer,Príncep de Viana és el títol de l'hereu del Regne de Navarra. Fa referència a Carles d'Evreux (1421-1461) fill de Joan II d'Aragó. Els enfrontaments amb el seu pare van provocar que el desheretés dels seus regnes. Les institucions catalanes el van defensar per frenar l'autoritarisme de Joan II.,Web de l’Ajuntament de Barcelona del nomenclàtor. http://www.bcn.cat/nomenclator/,Home,Princep de Viana,Contemporani,S. XIX,Aristocràcia,Persona
"MULTILINESTRING ((2.1639 41.3802,2.16377 41.38036),(2.16474 41.37913,2.16464 41.37929,2.16449 41.37947,2.16428 41.37973,2.16421 41.37982),(2.16421 41.37982,2.16406 41.38001,2.1639 41.3802))",Raval,90,75906,0,carrer,"Corrupció del cognom Sendre o Sendra, propietari de les casetes que ocupaven un costat del carrer davant la tanca de l'hort de les jerònimes.","Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986.",Home,Cendra,deconeix data aporximada d'origen. Abans de 1800,s.d,,Persona
"LINESTRING (2.16542 41.37935,2.16458 41.3804)",Raval,91,232607,1913,carrer,"Joan Josep Laguarda i Fenollera (1866.1913) religiós valencià, bisbe d'Urgell, Jaén i Barcelona. Crític amb l'educació laica, va promoure l'apropament de l'església a la classe obrera fundant l'Associació Eclesiàstica per a l'Apostolat Popular. Va promoure esdeveniments culturals, com el tercer Congrés Nacional de Música Sacra (1912) o el primer Congrés d'Art Sacre de Catalunya (1913).","VV.AA.Diccionari d'història eclesiàstica de Catalunya: Generalitat de Catalunya, 1998.",Home,Laguarda,Contemporani,S. XX,Eclesiàstic,Persona
"LINESTRING (2.1662 41.37968,2.16554 41.38038,2.16555 41.38045)",Raval,92,111001,1944,carrer,"Erasme de Janer i de Gònima (1791 - 1862) industrial tèxtil, tenia la seva fàbrica “Ca L’Erasme”, en una illa de cases entre el carrer del Carme i Riera Alta. Alcalde de Barcelona (1846). Va ser un dels fundadors de la Societat Econòmica Barcelonesa d'Amics del País (1822), de la Caja de Ahorros y Monte de Piedad de Barcelona (1844) i de l'Institut Agrícola Català de Sant Isidre (1851).","VV.AA. Passat i present de Barcelona: materials per l'estudi del medi urbà. Universitat de Barcelona, 1985.",Home,Erasme Janer,Franquisme,S. XX,Altres,Persona
"LINESTRING (2.16731 41.38041,2.16716 41.38055)",Raval,93,701562,2006,carrer,"Aureli Capmany i Farrés (1868-1954) Folklorista, estudia els costums catalans, les rondalles, les cançons i les danses populars. Membre fundador de l'Orfeó Català (1891) i de l'Esbart de Dansaires (1907). Dirigí l'Esbart Català des del 1909. Fundador de la revista infantil “En Patufet” (1904).","Garrich, M. L'obra d'Aureli Capmany. Tarragona: El Mèdol, 2005.",Home,Aureli Capmany,s.d,S. XXI,Altres,Persona
"LINESTRING (2.16825 41.38113,2.16829 41.38119,2.16809 41.38134,2.16772 41.38162,2.16764 41.38165)",Raval,94,4125,1978,carrer,"Agustí Duran i Sanpere (1887-1975). Historiador, arxiver i arqueòleg català. Fundador i director fins al 1957 de l'Institut Municipal d'Història de Barcelona. President de l'Acadèmia de Bones Lletres (1961-1963), de l'Institut d'Estudis (1957), i de l'Acadèmia de Belles Arts de Sant Jordi (1968). Organitzador del Museu Comarcal de Cervera.","Muñoz i Pujol, Josep M. Agustí Duran i Sanpere. Temps i memòria. Proa, 2004, p. 262.",Home,Agustí Duran i Sanpere,Contemporani,S. XX,Historiador o Arqueòleg,Persona
"LINESTRING (2.17052 41.38239,2.16985 41.38295)",Raval,95,218708,0,carrer,"Per una família propietària anomenada Montjuïc, cognom que prové de la muntanya.","Ponsetí Vives, Miquel. Fitxes de nomenclatura,1986.",,Montjuïc del Carme,Medieval,s.d,,Famílies
"LINESTRING (2.16709 41.37954,2.16697 41.37977,2.1667 41.37999)",Raval,96,305802,0,carrer,"Per l’Església del Sant Llàtzer, segle XII, que formava part de l’Hospital dels Mesells dedicat als leprosos. L’any 1401 s’agregarà al Hospital de la Santa Creu, encara es conserva la capella amb el seu absis romànic.","VV.AA. “Sant Llàtzer”. A: Catalunya Romànica. Vol. XX. El Barcelonès, el Baix Llobregat, el Maresme. Enciclopedia Catalana, juny 1992, p. 229-232.",,Sant Llàtzer,Medieval,S. XII,Religiosa,Infraestructura
"LINESTRING (2.16807 41.37976,2.16731 41.38041)",Raval,97,701215,1996,carrer,"Maria Aurèlia Capmany i Farnés (1918 - 1991). Escriptora, dramaturga i directora teatral, i assagista barcelonina. Activista cultural, feminista i antifranquista. Premi Sant Jordi de novel·la amb Un lloc entre els morts (1968) i Premi Joanot Martorell amb El cel no és transparent (1948). Regidora de Cultura de l'Ajuntament de Barcelona a partir de 1983 i, des del 1987, responsable de les edicions municipals. Va presidir la Ponència de Nomenclatura de les vies públiques de Barcelona.",Web de l’Ajuntament de Barcelona del nomenclàtor. http://www.bcn.cat/nomenclator/,Dona,Maria Aurèlia Capmany,Contemporani,S. XX,Escriptor/a,Persona
